Êý¾Ý×éÊý,ÎÀÐÇPRNºÅ,ÀúÔª,ÎÀÐÇÖÓÆ«²î(s),ÎÀÐÇÖÓÆ¯ÒÆ(s/s),ÎÀÐÇÖÓÆ¯ÒÆËÙ¶È(s/s*s),IODE,C_rs,n,M0,C_uc,e,C_us,sqrt_A,TEO,C_ic,OMEGA,C_is,I_0,C_rc,w,OMEGA_DOT,IDOT,L2_code,PS_week_num,L2_P_code,ÎÀÐÇ¾«¶È(m),ÎÀÐÇ½¡¿µ×´Ì¬,TGD,IODC
193,15,22  9 23 10  0  0.0,2.66954302788e-05,3.06954461848e-12,0.0,60.0,-104.90625,4.90198990184e-09,2.7571957183,5.45382499695e-06,0.0146011090837,8.97608697414e-06,5153.62723732,468000.0,1.00582838059e-07,2.43780825408,-1.43423676491e-07,0.931109852623,187.96875,1.13604067197,-8.03676333488e-09,3.11084386485e-10,1.0,2228.0,0.0,2.0,0.0,-1.07102096081e-08,60.0
194,16,22  9 23 10  0  0.0,0.000524845439941,9.09494701773e-13,0.0,104.0,-20.0,4.64769359509e-09,-1.630659688,1.15111470222e-06,0.0127852773294,4.64729964733e-06,5153.70610809,468000.0,1.95577740669e-07,-1.52970676885,-1.30385160446e-07,0.967329558165,285.28125,0.733128732406,-8.05033532878e-09,1.03932900651e-10,1.0,2228.0,0.0,2.8,0.0,-1.02445483208e-08,104.0
195,17,22  9 23 10  0  0.0,0.000661958009005,3.75166564481e-12,0.0,110.0,1.875,3.92194907921e-09,-2.53341965848,1.95577740669e-07,0.0137217578012,1.16340816021e-05,5153.62786484,468000.0,1.17346644402e-07,-0.50947838406,1.13621354103e-07,0.977561580255,158.34375,-1.47978067954,-7.4374526569e-09,2.23223583873e-10,1.0,2228.0,0.0,2.0,0.0,-1.11758708954e-08,110.0
196,18,22  9 23 10  0  0.0,3.89884226024e-05,1.29602995003e-11,0.0,168.0,97.0625,4.40304054717e-09,1.76315704303,5.16697764397e-06,0.00285398808774,6.94580376148e-06,5153.72566223,468000.0,1.04308128357e-07,0.494245353108,8.75443220139e-08,0.972617138048,251.5,3.0759994987,-8.12105256015e-09,3.01441127661e-10,1.0,2228.0,0.0,2.0,0.0,-8.38190317154e-09,424.0
197,19,22  9 23 10  0  0.0,0.000214463099837,5.00222085975e-12,0.0,79.0,1.6875,4.02302471799e-09,-0.382109035278,5.02914190292e-08,0.00912372244056,1.17924064398e-05,5153.72623062,468000.0,-1.15483999252e-07,-0.464787989314,-1.13621354103e-07,0.976503586197,162.1875,2.18167743928,-7.8238973253e-09,2.05722854897e-10,1.0,2228.0,0.0,2.0,0.0,-1.53668224812e-08,79.0
198,20,22  9 23 10  0  0.0,0.000484116375446,3.06954461848e-12,0.0,67.0,-3.25,5.24843290401e-09,2.58816857616,2.21654772759e-07,0.00476427283138,1.70990824699e-06,5153.65357781,468000.0,-7.45058059692e-08,1.36116885723,5.40167093277e-08,0.944497498729,340.46875,-3.09075409546,-8.62643075404e-09,8.10748056625e-11,1.0,2228.0,0.0,2.0,0.0,-8.38190317154e-09,67.0
199,21,22  9 23 10  0  0.0,0.00015907548368,5.68434188608e-13,0.0,77.0,123.625,4.3876827646e-09,-2.52904936188,6.69434666634e-06,0.0243603339186,7.71507620812e-06,5153.70666313,468000.0,-2.60770320892e-08,0.392845506632,3.76254320145e-07,0.961070469014,227.5,-0.892179141905,-7.73460789175e-09,4.20374653149e-10,1.0,2228.0,0.0,2.0,0.0,-1.02445483208e-08,77.0
200,22,22  9 23 10  0  0.0,0.00033293152228,6.8212102633e-12,0.0,61.0,-77.03125,4.00480967354e-09,-2.75248156135,3.84449958801e-06,0.0134466354502,1.16657465696e-05,5153.74957466,468000.0,1.06170773506e-07,2.65276264139,-5.96046447754e-08,0.962135274419,152.46875,-1.84466450689,-7.5188846203e-09,9.39324840936e-11,1.0,2228.0,0.0,2.0,0.0,-7.91624188423e-09,61.0
201,23,22  9 23 10  0  0.0,3.46917659044e-07,4.54747350886e-13,0.0,224.0,-37.0,4.73948313278e-09,0.730121869604,2.03959643841e-06,0.00266779842786,1.99489295483e-06,5153.62130547,468000.0,1.86264514923e-09,1.49392007097,-3.35276126862e-08,0.969934212122,343.21875,3.01255805199,-8.42677958062e-09,2.72154193457e-10,1.0,2228.0,0.0,2.0,0.0,-8.38190317154e-09,736.0
202,25,22  9 23 10  0  0.0,0.000375036615878,3.97903932026e-12,0.0,106.0,-10.375,5.09664086698e-09,-0.0288172727665,5.71832060814e-07,0.0105500473874,4.54112887383e-06,5153.60751152,468000.0,-4.65661287308e-08,-1.6276286929,1.41561031342e-07,0.955060915652,294.03125,1.00362973298,-8.5842861414e-09,1.07861635727e-10,1.0,2228.0,0.0,2.0,0.0,5.58793544769e-09,106.0
203,26,22  9 23 10  0  0.0,0.000229704193771,1.5916157281e-12,0.0,13.0,-11.375,5.46629912187e-09,-0.783648503134,5.34579157829e-07,0.00715090986341,4.04566526413e-06,5153.55318642,468000.0,1.67638063431e-07,-1.67874931188,9.31322574616e-09,0.935888012247,283.65625,0.375436058807,-8.65286042637e-09,8.89322758148e-11,1.0,2228.0,0.0,2.0,0.0,6.98491930962e-09,13.0
204,27,22  9 23 10  0  0.0,0.00020820600912,4.77484718431e-12,0.0,39.0,2.875,4.0962420535e-09,-2.54267735665,1.17346644402e-07,0.0106047753943,1.14534050226e-05,5153.66332245,468000.0,1.02445483208e-07,-0.573434622859,-2.06753611565e-07,0.970951553149,163.5625,0.68728160102,-7.63353225297e-09,2.3322400043e-10,1.0,2228.0,0.0,2.0,0.0,1.39698386192e-09,39.0
205,28,22  9 23 10  0  0.0,0.000336220487952,3.06954461848e-12,0.0,81.0,-15.875,4.66019411579e-09,-2.10797698842,4.41446900368e-07,0.0164592628134,4.55416738987e-06,5153.65251923,468000.0,1.19209289551e-07,-1.52630781913,3.16649675369e-07,0.966524035971,291.46875,-1.26102685259,-8.01926260591e-09,1.57149403046e-10,1.0,2228.0,0.0,2.0,63.0,-1.11758708954e-08,81.0
206,29,22  9 23 10  0  0.0,0.000553937628865,3.18323145621e-12,0.0,40.0,2.875,3.94302138552e-09,-2.64132913492,3.1478703022e-07,0.00221607508138,1.10752880573e-05,5153.64961624,468000.0,-7.45058059692e-09,-0.495975046003,3.72529029846e-08,0.979700085607,178.5625,2.45925104312,-7.63531804164e-09,2.07508643568e-10,1.0,2228.0,0.0,2.0,0.0,-1.02445483208e-08,40.0
207,30,22  9 23 10  0  0.0,0.000537110026926,2.27373675443e-13,0.0,41.0,42.6875,5.00985153757e-09,0.752404900273,2.37300992012e-06,0.00594120728783,8.79354774952e-06,5153.70828629,468000.0,-4.65661287308e-08,-2.65250634107,1.28522515297e-07,0.936089695985,196.75,-2.65544615687,-8.2803449096e-09,4.71448209139e-10,1.0,2228.0,0.0,2.0,0.0,3.72529029846e-09,41.0
208,32,22  9 23 10  0  0.0,0.000241757370532,1.14823706099e-11,0.0,58.0,-77.9375,4.25982029576e-09,-1.83189918175,4.02703881264e-06,0.00609587982763,1.07176601887e-05,5153.65390778,468000.0,9.49949026108e-08,2.56177571999,-1.47148966789e-07,0.958912477594,175.1875,-2.29318798659,-7.77032366517e-09,2.18580533328e-10,1.0,2228.0,0.0,2.0,0.0,4.65661287308e-10,58.0
209,14,22  9 23 11 14 40.0,0.000101394951344,3.06954461848e-12,0.0,105.0,-14.40625,5.11164149181e-09,0.745917405723,7.41332769394e-07,0.00230854668189,4.44054603577e-06,5153.64943695,472480.0,3.72529029846e-08,-1.58302220382,8.75443220139e-08,0.950884490807,289.09375,-3.03232374297,-8.40785022071e-09,1.42505935944e-10,1.0,2228.0,0.0,2.0,0.0,-7.91624188423e-09,105.0
210,2,22  9 23 11 59 44.0,0.000645037274808,1.36424205266e-12,0.0,12.0,90.34375,4.28339270621e-09,2.06624611352,4.5970082283e-06,0.0200060855132,8.27386975288e-06,5154.89434814,475184.0,2.79396772385e-07,0.395867731537,-1.24797224999e-07,0.96676000612,217.15625,-1.39324377207,-7.66996234186e-09,2.78940190407e-10,1.0,2228.0,0.0,2.0,0.0,-1.72294676304e-08,12.0
211,12,22  9 23 11 59 44.0,0.00028285337612,6.02540239925e-12,0.0,2.0,-15.84375,4.71805366873e-09,1.19901628167,9.76026058197e-07,0.00850022991654,4.55044209957e-06,5153.72777176,475184.0,-1.28522515297e-07,-1.54823965876,-5.96046447754e-08,0.967498294062,295.28125,1.31705969301,-8.35070498324e-09,2.01079804352e-10,1.0,2228.0,0.0,2.0,0.0,-1.25728547573e-08,2.0
212,16,22  9 23 11 59 44.0,0.00052485242486,9.09494701773e-13,0.0,7.0,-22.15625,4.7073389367e-09,-0.582788164106,9.07108187676e-07,0.0127856599865,4.7143548727e-06,5153.70736504,475184.0,6.70552253723e-08,-1.52976491838,2.14204192162e-07,0.967326911746,289.8125,0.733084988229,-8.39499254228e-09,2.2215211067e-10,1.0,2228.0,0.0,2.0,0.0,-1.02445483208e-08,7.0
213,30,22  9 23 11 59 44.0,0.000537110958248,2.27373675443e-13,0.0,38.0,45.09375,5.04271004911e-09,1.80021227082,2.39163637161e-06,0.00594148063101,9.07108187675e-06,5153.70866203,475184.0,-6.51925802231e-08,-2.65256552049,2.79396772385e-08,0.936092763724,194.09375,-2.65542434769,-8.27355891265e-09,4.13588656199e-10,1.0,2228.0,0.0,2.0,0.0,3.72529029846e-09,38.0
214,1,22  9 23 12  0  0.0,0.000279079191387,6.36646291241e-12,0.0,21.0,103.375,3.90159108836e-09,2.53699176064,5.21168112755e-06,0.0119912496302,7.30156898499e-06,5153.65945625,475200.0,2.79396772385e-08,0.489609073132,-1.95577740669e-07,0.988784714715,252.875,0.94365141128,-7.64281835406e-09,4.44661379074e-10,1.0,2228.0,0.0,2.0,0.0,5.12227416039e-09,21.0
215,3,22  9 23 12  0  0.0,0.000355411786586,5.57065504836e-12,0.0,40.0,-40.1875,4.63376444346e-09,1.43436824841,2.16998159885e-06,0.00451734720264,2.61887907982e-06,5153.54646111,475200.0,-1.76951289177e-07,1.52254350855,2.98023223877e-08,0.975053092681,336.40625,1.06015036733,-8.37963475971e-09,1.7107855468e-10,1.0,2228.0,0.0,2.0,0.0,1.86264514923e-09,40.0
216,4,22  9 23 12  0  0.0,0.000114461407065,5.68434188608e-12,0.0,72.0,-78.8125,4.18767443345e-09,-1.83548951041,4.13879752159e-06,0.00201958813705,1.14403665066e-05,5153.76008987,475200.0,-3.72529029846e-08,2.60429656041,0.0,0.962072071969,158.21875,-3.09832267915,-7.83389774186e-09,2.04651381694e-10,1.0,2228.0,0.0,2.0,0.0,-4.65661287308e-09,584.0
217,5,22  9 23 12  0  0.0,9.77371819317e-05,1.47792889038e-12,0.0,17.0,-22.875,4.91913347308e-09,-1.22675932052,1.09151005745e-06,0.00610929506365,1.82166695595e-06,5153.78525734,475200.0,7.45058059692e-08,1.4792216883,1.71363353729e-07,0.96208101625,344.59375,1.11419047341,-8.51285459456e-09,1.31791203918e-10,1.0,2228.0,0.0,2.0,0.0,-1.11758708954e-08,17.0
218,6,22  9 23 12  0  0.0,0.000470026396215,1.20508047985e-11,0.0,68.0,98.90625,4.0169530365e-09,2.7480616133,5.21913170815e-06,0.00244555820245,7.72811472416e-06,5153.52659035,475200.0,9.49949026108e-08,0.481339895041,4.47034835815e-08,0.9880902558,243.40625,-0.894027587175,-7.87068498848e-09,4.28946438769e-10,1.0,2228.0,0.0,2.0,0.0,3.72529029846e-09,68.0
219,7,22  9 23 12  0  0.0,0.000305199995637,3.29691829393e-12,0.0,72.0,45.0625,4.72805408529e-09,1.90691942171,2.10665166378e-06,0.0163940694183,9.47900116444e-06,5153.63421822,475200.0,-2.94297933578e-07,-2.66238895834,-2.1792948246e-07,0.950961573424,193.71875,-2.24177216976,-8.09069415274e-09,4.70019578202e-10,1.0,2228.0,0.0,2.0,0.0,-1.11758708954e-08,72.0
220,8,22  9 23 12  0  0.0,8.58223065734e-05,1.5916157281e-12,0.0,100.0,-3.25,4.32482300338e-09,-1.50027608137,4.80562448502e-07,0.00753723864909,1.05760991573e-05,5153.59291458,475200.0,2.98023223877e-08,-0.59474286001,-1.30385160446e-07,0.9621367388,175.25,0.164920748651,-7.83068332225e-09,2.18580533328e-10,1.0,2228.0,0.0,2.0,0.0,5.12227416039e-09,100.0
221,9,22  9 23 12  0  0.0,0.000292465090752,4.88853402203e-12,0.0,17.0,-89.53125,4.47090051667e-09,-1.06997400122,4.69386577606e-06,0.00250946951564,1.07306987047e-05,5153.76201248,475200.0,-3.72529029846e-08,2.54959069349,1.86264514923e-08,0.955150648121,167.65625,1.90376946796,-8.0328345998e-09,2.6643966971e-10,1.0,2228.0,0.0,2.0,0.0,1.39698386192e-09,17.0
222,10,22  9 23 12  0  0.0,4.52576205134e-06,1.70530256582e-12,0.0,98.0,-29.625,4.67340895196e-09,0.545867676917,1.47894024849e-06,0.00792315287981,2.32830643654e-06,5153.6836586,475200.0,2.421438694e-08,1.51983757824,1.11758708954e-08,0.974835755719,339.90625,-2.51106778435,-8.50535428215e-09,2.49653256203e-10,1.0,2228.0,0.0,2.8,0.0,2.32830643654e-09,98.0
223,11,22  9 23 12  0  0.0,1.88197009265e-05,3.29691829393e-12,0.0,187.0,100.0625,4.55054669139e-09,-1.82383607176,5.23589551449e-06,0.000736331683584,7.25872814655e-06,5153.64221764,475200.0,5.02914190292e-08,0.52823731237,-8.56816768646e-08,0.964012088596,240.46875,-3.11940085781,-8.18712674098e-09,4.12874340731e-10,1.0,2228.0,0.0,2.0,0.0,-8.38190317154e-09,955.0
224,13,22  9 23 12  0  0.0,0.000392940826714,7.16227077646e-12,0.0,65.0,-81.625,3.95873632583e-09,-1.97280942169,4.13693487644e-06,0.0064826621674,1.1483207345e-05,5153.68478203,475200.0,8.00937414169e-08,2.70591061028,-7.45058059692e-08,0.969408964552,163.25,0.936830456257,-7.62746057149e-09,1.37505727665e-10,1.0,2228.0,0.0,2.0,0.0,-1.11758708954e-08,65.0
225,14,22  9 23 12  0  0.0,0.00010138656944,3.06954461848e-12,0.0,106.0,-13.90625,5.08985487003e-09,1.14263280027,7.35744833946e-07,0.00230859103613,4.44427132606e-06,5153.64957619,475200.0,-3.16649675369e-08,-1.58304484248,8.38190317154e-08,0.950884111911,288.78125,-3.03229707397,-8.38284917932e-09,1.78578867098e-10,1.0,2228.0,0.0,2.0,0.0,-7.91624188423e-09,106.0
226,15,22  9 23 12  0  0.0,2.6673078537e-05,3.06954461848e-12,0.0,61.0,-111.03125,4.94306304127e-09,-2.47576718927,5.69596886635e-06,0.0146018888336,8.81776213646e-06,5153.62584305,475200.0,1.80676579475e-07,2.43774981781,-4.65661287308e-08,0.931107823555,190.40625,1.13603157115,-8.06247869174e-09,2.22866426138e-10,1.0,2228.0,0.0,2.0,0.0,-1.07102096081e-08,61.0
227,17,22  9 23 12  0  0.0,0.000661985483021,3.75166564481e-12,0.0,111.0,10.6875,3.98016578988e-09,-1.48322598913,8.54954123497e-07,0.0137224859791,1.18780881167e-05,5153.62700462,475200.0,-1.28522515297e-07,-0.509532219445,3.07336449623e-07,0.977558582736,161.71875,-1.47976880064,-7.7131784277e-09,2.76082928534e-10,1.0,2228.0,0.0,2.0,0.0,-1.11758708954e-08,111.0
228,18,22  9 23 12  0  0.0,3.88952903449e-05,1.29602995003e-11,0.0,169.0,96.03125,4.3176798487e-09,2.81311497044,5.12227416038e-06,0.00285404676106,7.32578337192e-06,5153.7263546,475200.0,-1.19209289551e-07,0.494186410676,1.11758708954e-08,0.972620349153,245.03125,3.07618942057,-7.98318967475e-09,4.56090426568e-10,1.0,2228.0,0.0,2.0,0.0,-8.38190317154e-09,425.0
229,19,22  9 23 12  0  0.0,0.000214499421418,5.00222085975e-12,0.0,82.0,5.09375,4.03338229228e-09,0.668064596486,2.25380063057e-07,0.0091233055573,1.18799507618e-05,5153.72537613,475200.0,-2.421438694e-08,-0.464844297031,-1.73225998878e-07,0.976501921396,159.46875,2.18164902795,-7.82104006343e-09,2.38938524177e-10,1.0,2228.0,0.0,2.0,0.0,-1.53668224812e-08,82.0
230,20,22  9 23 12  0  0.0,0.000484094023705,3.06954461848e-12,0.0,68.0,-5.09375,5.34807991185e-09,-2.64484537263,2.88709998131e-07,0.00476415455341,1.43237411976e-06,5153.65380478,475200.0,-1.4528632164e-07,1.36110645207,-3.91155481338e-08,0.944496632682,341.46875,-3.0907268764,-8.70464829783e-09,5.92881838765e-11,1.0,2228.0,0.0,2.82842707634,0.0,-8.38190317154e-09,68.0
231,21,22  9 23 12  0  0.0,0.00015907175839,5.68434188608e-13,0.0,78.0,107.4375,4.54518932538e-09,-1.47896206715,5.61587512493e-06,0.0243602546398,8.79541039467e-06,5153.70372772,475200.0,-5.40167093277e-07,0.39278701039,9.31322574616e-09,0.961071305803,222.4375,-0.892105886282,-8.29320258803e-09,5.243075538e-10,1.0,2228.0,0.0,2.0,0.0,-1.02445483208e-08,78.0
232,22,22  9 23 12  0  0.0,0.000332980882376,6.8212102633e-12,0.0,68.0,-65.25,4.24446251319e-09,-1.70244436132,3.43658030033e-06,0.0134483476868,1.11702829599e-05,5153.74572945,475200.0,3.25962901115e-07,2.65270917466,1.84401869774e-07,0.962133458938,165.1875,-1.84456891105,-7.72853621027e-09,2.62510934634e-10,1.0,2228.0,0.0,2.0,0.0,-7.91624188423e-09,68.0
233,23,22  9 23 12  0  0.0,3.50642949343e-07,4.54747350886e-13,0.0,225.0,-28.59375,4.79698552799e-09,1.78004906404,1.42678618431e-06,0.00266841636039,2.12155282497e-06,5153.62304497,475200.0,1.34110450745e-07,1.49385856404,4.842877388e-08,0.969932455157,343.15625,3.01284498289,-8.48035324075e-09,1.52863510236e-10,1.0,2228.0,0.0,2.0,0.0,-8.38190317154e-09,737.0
234,24,22  9 23 12  0  0.0,0.000125543680042,1.34150468512e-11,0.0,44.0,38.40625,4.85698802733e-09,2.85898975244,1.92038714886e-06,0.0130479728105,9.91672277451e-06,5153.67730522,475200.0,4.28408384323e-08,-2.74882014803,-1.88127160072e-07,0.934549429038,171.625,0.839448397252,-7.98354683249e-09,4.74305471012e-10,1.0,2228.0,0.0,2.0,0.0,2.79396772385e-09,44.0
235,25,22  9 23 12  0  0.0,0.000375065486878,3.97903932026e-12,0.0,107.0,-8.875,5.0362812099e-09,1.02143112874,5.90458512306e-07,0.0105498583289,4.20771539211e-06,5153.60697555,475200.0,-1.15483999252e-07,-1.62768992773,3.53902578354e-08,0.955059776039,296.28125,1.00360630435,-8.56249951962e-09,2.0000833115e-10,1.0,2228.0,0.0,2.0,0.0,5.58793544769e-09,107.0
236,26,22  9 23 12  0  0.0,0.000229715835303,1.5916157281e-12,0.0,14.0,-8.3125,5.4384408186e-09,0.266655879859,3.61353158951e-07,0.00715230486821,3.68431210518e-06,5153.55592156,475200.0,6.70552253723e-08,-1.67881194965,7.82310962677e-08,0.935886972112,293.21875,0.375392209301,-8.73036365469e-09,1.05361531588e-10,1.0,2228.0,0.0,2.0,0.0,6.98491930962e-09,14.0
237,27,22  9 23 12  0  0.0,0.000208171550185,4.77484718431e-12,0.0,48.0,-0.15625,4.11624288661e-09,-1.49258677767,1.37835741043e-07,0.0106058840174,1.06617808342e-05,5153.66071701,475200.0,2.30967998505e-07,-0.573489637357,-1.06170773506e-07,0.970950025863,176.1875,0.687376779933,-7.67996275842e-09,2.29295265354e-10,1.0,2228.0,0.0,2.0,0.0,1.39698386192e-09,48.0
238,28,22  9 23 12  0  0.0,0.000336198601872,3.06954461848e-12,0.0,82.0,-17.6875,4.79305679291e-09,-1.05783256236,7.9907476902e-07,0.0164593751542,5.3308904171e-06,5153.65090752,475200.0,-2.57045030594e-07,-1.52636786899,7.63684511185e-08,0.966521260816,285.625,-1.26097490583,-8.4453517828e-09,8.14319633967e-11,1.0,2228.0,0.0,2.0,63.0,-1.11758708954e-08,82.0
239,29,22  9 23 12  0  0.0,0.00055396091193,3.18323145621e-12,0.0,45.0,-7.0,3.9344495999e-09,-1.59187901709,3.96743416786e-07,0.00221692526247,1.1745840311e-05,5153.64613724,475200.0,-2.98023223877e-08,-0.496030127794,2.60770320892e-08,0.97969852321,169.53125,2.45999331751,-7.65317592835e-09,2.05365697163e-10,1.0,2228.0,0.0,2.0,0.0,-1.02445483208e-08,45.0
240,31,22  9 23 12  0  0.0,0.000194363761693,1.36424205266e-12,0.0,17.0,53.5625,4.57911931013e-09,1.37630682192,3.06032598019e-06,0.0105475026648,9.17166471481e-06,5153.58839416,475200.0,-1.32247805595e-07,-2.64340740169,9.49949026108e-08,0.955113184252,203.0,0.429547801053,-8.1142665632e-09,3.17870383435e-10,1.0,2228.0,0.0,2.0,0.0,-1.35041773319e-08,17.0
241,32,22  9 23 12  0  0.0,0.000241839792579,1.14823706099e-11,0.0,62.0,-81.59375,4.41625538333e-09,-0.781516235665,4.37349081039e-06,0.00609665131196,1.0097399354e-05,5153.65640831,475200.0,6.51925802231e-08,2.56171966682,1.50874257088e-07,0.958909338172,186.34375,-2.29337988487,-8.04247785863e-09,3.35013954676e-10,1.0,2228.0,0.0,2.0,0.0,4.65661287308e-10,62.0
242,1,22  9 23 14  0  0.0,0.000279033090919,6.36646291241e-12,0.0,31.0,99.375,3.90694845437e-09,-2.69600535288,4.93973493576e-06,0.0119918034179,7.27362930775e-06,5153.65843201,482400.0,1.43423676491e-07,0.489553894788,-1.30385160446e-07,0.98878797556,253.6875,0.943648745844,-7.65281877062e-09,4.9537777733e-10,1.0,2228.0,0.0,2.0,0.0,5.12227416039e-09,31.0
243,2,22  9 23 14  0  0.0,0.000645027495921,1.36424205266e-12,0.0,13.0,108.53125,4.2226758914e-09,3.11792339686,5.49666583538e-06,0.0200043740915,8.62777233124e-06,5154.89867401,482400.0,3.57627868652e-07,0.39581158913,1.04308128357e-07,0.966762264866,209.96875,-1.39315750964,-7.69246327912e-09,4.30375069706e-10,1.0,2228.0,0.0,2.0,0.0,-1.72294676304e-08,13.0
244,3,22  9 23 14  0  0.0,0.000355451833457,5.57065504836e-12,0.0,67.0,-37.09375,4.56769026263e-09,2.48459212117,2.0544975996e-06,0.0045170217054,2.37487256527e-06,5153.5469799,482400.0,-5.40167093277e-08,1.52248360352,-9.49949026108e-08,0.975052690378,339.0625,1.06018599817,-8.22712840721e-09,1.38220043134e-10,1.0,2228.0,0.0,2.0,0.0,1.86264514923e-09,67.0
245,4,22  9 23 14  0  0.0,0.000114419963211,5.68434188608e-12,0.0,73.0,-73.15625,4.29196449183e-09,-0.786236631969,3.93204391003e-06,0.00201926019508,1.09560787678e-05,5153.75671577,482400.0,3.53902578354e-08,2.60424044434,-4.47034835815e-08,0.962070293061,170.0,-3.0974484949,-7.86247036059e-09,2.71797035723e-10,1.0,2228.0,0.0,2.0,0.0,-4.65661287308e-09,585.0
246,5,22  9 23 14  0  0.0,9.77474264801e-05,1.47792889038e-12,0.0,18.0,-27.78125,5.03985278724e-09,-0.176734868368,1.31875276566e-06,0.00610858749133,2.02096998692e-06,5153.78353119,482400.0,-5.02914190292e-08,1.47915940749,5.21540641785e-08,0.962079547481,340.53125,1.11428277184,-8.66821820894e-09,9.57182727646e-11,1.0,2228.0,0.0,2.0,0.0,-1.11758708954e-08,18.0
247,6,22  9 23 14  0  0.0,0.000470113009214,1.20508047985e-11,0.0,69.0,101.625,3.99266631058e-09,-2.48474198688,5.39235770702e-06,0.00244594865944,7.54371285438e-06,5153.5259304,482400.0,-5.58793544769e-09,0.48128313382,1.67638063431e-08,0.98809374047,248.1875,-0.894141348073,-7.8249687985e-09,4.83591572101e-10,1.0,2228.0,0.0,2.0,0.0,3.72529029846e-09,69.0
248,7,22  9 23 14  0  0.0,0.000305176246911,3.29691829393e-12,0.0,73.0,52.875,4.60626329793e-09,2.95710405461,2.5387853384e-06,0.0163931058487,8.94442200661e-06,5153.63598251,482400.0,2.60770320892e-08,-2.66244576638,-1.65775418282e-07,0.950966206485,198.0625,-2.24175095891,-7.80603943859e-09,4.56804742037e-10,1.0,2228.0,0.0,2.0,0.0,-1.11758708954e-08,73.0
249,8,22  9 23 14  0  0.0,8.58334824443e-05,1.5916157281e-12,0.0,101.0,-18.21875,4.26410618857e-09,-0.449847047512,9.07108187676e-07,0.00753866427112,1.03432685137e-05,5153.5968113,482400.0,1.65775418282e-07,-0.594798916105,2.60770320892e-08,0.962134259154,179.34375,0.164719151225,-7.97854662421e-09,3.35013954676e-10,1.0,2228.0,0.0,2.0,0.0,5.12227416039e-09,101.0
250,9,22  9 23 14  0  0.0,0.000292430166155,4.88853402203e-12,0.0,18.0,-83.28125,4.49232998072e-09,-0.0197155699412,4.38466668129e-06,0.00250905007124,1.05779618025e-05,5153.76166344,482400.0,-3.16649675369e-08,2.54953289213,-5.58793544769e-09,0.955148711218,172.0,1.90363709582,-8.03533470394e-09,2.77868717205e-10,1.0,2228.0,0.0,2.0,0.0,1.39698386192e-09,18.0
251,10,22  9 23 14  0  0.0,4.53740358353e-06,1.70530256582e-12,0.0,99.0,-25.25,4.74376902559e-09,1.59618578062,1.30198895931e-06,0.00792270840611,2.17370688915e-06,5153.68139267,482400.0,-1.11758708954e-07,1.51977563244,1.54599547386e-07,0.974834528331,347.5625,-2.51120868969,-8.4610667231e-09,9.53611150304e-11,1.0,2228.0,0.0,4.0,0.0,2.32830643654e-09,99.0
252,11,22  9 23 14  0  0.0,1.88434496522e-05,3.29691829393e-12,0.0,188.0,103.6875,4.57304762865e-09,-0.774779445245,5.41843473911e-06,0.000736088724807,7.00913369656e-06,5153.64056969,482400.0,1.86264514923e-08,0.528178086132,-5.58793544769e-09,0.96401538455,245.65625,-3.11825634385,-8.17569769348e-09,4.76448417418e-10,1.0,2228.0,0.0,2.0,0.0,-8.38190317154e-09,956.0
253,12,22  9 23 14  0  0.0,0.00028289668262,6.02540239925e-12,0.0,55.0,-16.0625,4.60019161645e-09,2.25150817777,9.61124897003e-07,0.00850027089473,4.45358455181e-06,5153.72760773,482400.0,1.35973095894e-07,-1.54829910883,-1.04308128357e-07,0.967498130215,294.65625,1.31705037861,-8.084979629e-09,1.8643633725e-10,1.0,2228.0,0.0,2.0,0.0,-1.25728547573e-08,55.0
254,13,22  9 23 14  0  0.0,0.000392992515117,7.16227077646e-12,0.0,67.0,-76.6875,4.1548159219e-09,-0.92279846642,4.03821468353e-06,0.00648230325896,1.17290765047e-05,5153.68275833,482400.0,5.21540641785e-08,2.70585569087,1.63912773132e-07,0.969406789192,156.40625,0.936990174728,-7.83782647693e-09,2.2893810762e-10,1.0,2228.0,0.0,2.0,0.0,-1.11758708954e-08,67.0
255,14,22  9 23 14  0  0.0,0.000101365149021,3.06954461848e-12,0.0,107.0,-14.34375,5.06271088223e-09,2.19273949476,7.264316082e-07,0.00230858346913,4.44427132606e-06,5153.64998245,482400.0,-3.53902578354e-08,-1.58310498451,2.04890966415e-08,0.950882605106,287.3125,-3.03220437032,-8.38177770611e-09,2.21437795202e-10,1.0,2228.0,0.0,2.0,0.0,-7.91624188423e-09,107.0
256,15,22  9 23 14  0  0.0,2.66507267952e-05,3.06954461848e-12,0.0,70.0,-102.6875,5.07985445347e-09,-1.42563087216,5.17815351486e-06,0.0146020581015,8.974224329e-06,5153.62375259,482400.0,3.12924385071e-07,2.43769223151,2.34693288803e-07,0.931105158119,187.15625,1.13610850455,-8.27248743945e-09,3.55371945525e-10,1.0,2228.0,0.0,2.0,0.0,-1.07102096081e-08,70.0
